filepath,title,year
"Documents/ERIC ED250758_ Theatre and Oral Interpretation_ Abstracts of Doctoral Dissertations Published in _Dissertation Abstracts International__ July through   %1984.txt","ERIC ED250758_ Theatre and Oral Interpretation_ Abstracts of Doctoral Dissertations Published in _Dissertation Abstracts International__ July through   ",1984
"Documents/ERIC ED251920_ School Boards and the Communities They Represent_ An Inventory of the Research_ Final Draft_   %1984.txt","ERIC ED251920_ School Boards and the Communities They Represent_ An Inventory of the Research_ Final Draft_   ",1984
"Documents/ERIC ED252068_ Modern France_ A Course Model_   %1984.txt","ERIC ED252068_ Modern France_ A Course Model_   ",1984
"Documents/ERIC ED253200_ Commercial Transnational and Neighbour Country TV in Europe_ Economic Consequences and Consumer Perspectives_ Case_ Sky Channel and Wes  %1985.txt","ERIC ED253200_ Commercial Transnational and Neighbour Country TV in Europe_ Economic Consequences and Consumer Perspectives_ Case_ Sky Channel and Wes  ",1985
"Documents/ERIC ED257716_ Strategy for Peace 1984_ The Stanley Foundation US Foreign Policy Conference Report (25th_ Annapolis_ Maryland_ October 11-13_ 1984)_   %1984.txt","ERIC ED257716_ Strategy for Peace 1984_ The Stanley Foundation US Foreign Policy Conference Report (25th_ Annapolis_ Maryland_ October 11-13_ 1984)_   ",1984
"Documents/ERIC ED259811_ Vocational ESL Master Plan_ Revised 1979_   %1979.txt","ERIC ED259811_ Vocational ESL Master Plan_ Revised 1979_   ",1979
"Documents/ERIC ED267293_ Automation of America's Offices_ 1985-2000_   %1985.txt","ERIC ED267293_ Automation of America's Offices_ 1985-2000_   ",1985
"Documents/ERIC ED269620_ Changing Job Skills in Virginia_ The Employer's View_   %1985.txt","ERIC ED269620_ Changing Job Skills in Virginia_ The Employer's View_   ",1985
"Documents/ERIC ED271168_ Community College Humanities Review_ 1985-86_ Number 7_   %1986.txt","ERIC ED271168_ Community College Humanities Review_ 1985-86_ Number 7_   ",1986
"Documents/ERIC ED271749_ J_ Edgar Hoover and the Black Press in World War II_   %1986.txt","ERIC ED271749_ J_ Edgar Hoover and the Black Press in World War II_   ",1986
"Documents/ERIC ED278191_ Initial Special Education Placement and Longitudinal Outcomes of Preschool- and Kindergarten-Identified Handicapped Children_ [Final Re  %1985.txt","ERIC ED278191_ Initial Special Education Placement and Longitudinal Outcomes of Preschool- and Kindergarten-Identified Handicapped Children_ [Final Re  ",1985
"Documents/ERIC ED281694_ Organizational Alternatives for Small Rural Schools_ Final Report to the Legislature of the State of New York_   %1986.txt","ERIC ED281694_ Organizational Alternatives for Small Rural Schools_ Final Report to the Legislature of the State of New York_   ",1986
"Documents/ERIC ED281900_ Current Issues and Trends in Guidance and Counseling_   %1987.txt","ERIC ED281900_ Current Issues and Trends in Guidance and Counseling_   ",1987
"Documents/ERIC ED285188_ Early Nineteenth Century Christian Libertarian Newspapers_ Rise and Decline of the Boston Recorder_ 1816-1849_   %1985.txt","ERIC ED285188_ Early Nineteenth Century Christian Libertarian Newspapers_ Rise and Decline of the Boston Recorder_ 1816-1849_   ",1985
"Documents/ERIC ED286519_ ASQ_ Asking Significant Questions_ Alternative Tools for Information Need and Accountability Assessments by Libraries_   %1987.txt","ERIC ED286519_ ASQ_ Asking Significant Questions_ Alternative Tools for Information Need and Accountability Assessments by Libraries_   ",1987
"Documents/ERIC ED286816_ Social History_ A Summer Institute for High School United States History Teachers (Charlottesville_ Virginia_ June 13-27_ 1983)_   %1987.txt","ERIC ED286816_ Social History_ A Summer Institute for High School United States History Teachers (Charlottesville_ Virginia_ June 13-27_ 1983)_   ",1987
"Documents/ERIC ED288591_ Dateline '79_ Heretical Concepts for the Community College_   %1969.txt","ERIC ED288591_ Dateline '79_ Heretical Concepts for the Community College_   ",1969
"Documents/ERIC ED288714_ Human Spaceflight_ Activities for the Primary Student_ Aerospace Education Services Project_   %1985.txt","ERIC ED288714_ Human Spaceflight_ Activities for the Primary Student_ Aerospace Education Services Project_   ",1985
"Documents/ERIC ED289725_ Research Policies for the Social and Behavioral Sciences_ Science Policy Study Background Report No_ 6_ Report Prepared by the Congress  %1986.txt","ERIC ED289725_ Research Policies for the Social and Behavioral Sciences_ Science Policy Study Background Report No_ 6_ Report Prepared by the Congress  ",1986
"Documents/ERIC ED290683_ A Study to Report the Teaching about Japan in Secondary World History Classrooms in Texas_ Oklahoma_ and Louisiana_   %1987.txt","ERIC ED290683_ A Study to Report the Teaching about Japan in Secondary World History Classrooms in Texas_ Oklahoma_ and Louisiana_   ",1987
"Documents/ERIC ED293239_ Early Childhood Education for Handicapped Children (Ages 3 through 5)_ Special Education in North Dakota_ Guide VII_   %1985.txt","ERIC ED293239_ Early Childhood Education for Handicapped Children (Ages 3 through 5)_ Special Education in North Dakota_ Guide VII_   ",1985
"Documents/ERIC ED293637_ The Syracuse University Family Development Research Program_ Long-Range Impact of an Early Intervention with Low-Income Children and Th  %1987.txt","ERIC ED293637_ The Syracuse University Family Development Research Program_ Long-Range Impact of an Early Intervention with Low-Income Children and Th  ",1987
"Documents/ERIC ED294799_ The Social Science Curriculum_ A Collection of Essays_   %1988.txt","ERIC ED294799_ The Social Science Curriculum_ A Collection of Essays_   ",1988
"Documents/ERIC ED296743_ Writing across the Curriculum Sample Assignments_ 1986-1987_   %1986.txt","ERIC ED296743_ Writing across the Curriculum Sample Assignments_ 1986-1987_   ",1986
"Documents/ERIC ED299570_ Your Reading_ A Booklist for Junior High and Middle School Students_ Seventh Edition_   %1988.txt","ERIC ED299570_ Your Reading_ A Booklist for Junior High and Middle School Students_ Seventh Edition_   ",1988
"Documents/ERIC ED300336_ Heritage Education in the Social Studies_ ERIC Digest_   %1988.txt","ERIC ED300336_ Heritage Education in the Social Studies_ ERIC Digest_   ",1988
"Documents/ERIC ED304061_ An Investigation of the Curriculum Development Process at the Four War Colleges_   %1988.txt","ERIC ED304061_ An Investigation of the Curriculum Development Process at the Four War Colleges_   ",1988
"Documents/ERIC ED304150_ A Review of Leadership Research_   %1988.txt","ERIC ED304150_ A Review of Leadership Research_   ",1988
"Documents/ERIC ED306943_ Instructional Television in South Carolina_ 1958-1988_   %1988.txt","ERIC ED306943_ Instructional Television in South Carolina_ 1958-1988_   ",1988
"Documents/ERIC ED307966_ Act for Better Child Care Services of 1988_ Report from the Committee on Labor and Human Resources Together with Additional Views (To A  %1988.txt","ERIC ED307966_ Act for Better Child Care Services of 1988_ Report from the Committee on Labor and Human Resources Together with Additional Views (To A  ",1988
"Documents/ERIC ED308128_ The Archives of the Holland Land Company in Reed Library and Related New York State Collections_ Research Guide No_ 56_   %1988.txt","ERIC ED308128_ The Archives of the Holland Land Company in Reed Library and Related New York State Collections_ Research Guide No_ 56_   ",1988
"Documents/ERIC ED310386_ Dr_ North and the Kansas City Newspaper War_ Public Health Advocacy Collides with Main Street Respectability_   %1989.txt","ERIC ED310386_ Dr_ North and the Kansas City Newspaper War_ Public Health Advocacy Collides with Main Street Respectability_   ",1989
"Documents/ERIC ED311145_ The Annual Dropout Report 1987-88_ OREA Report_ Accountability Section Report_   %1989.txt","ERIC ED311145_ The Annual Dropout Report 1987-88_ OREA Report_ Accountability Section Report_   ",1989
"Documents/ERIC ED312084_ Low-Cost Primary Education_ Implementing an Innovation in Six Nations_   %1986.txt","ERIC ED312084_ Low-Cost Primary Education_ Implementing an Innovation in Six Nations_   ",1986
"Documents/ERIC ED312689_ Propaganda_ Five American Schools of Thought_   %1989.txt","ERIC ED312689_ Propaganda_ Five American Schools of Thought_   ",1989
"Documents/ERIC ED312715_ Turning History into a Radio Program_ Broadcast Interns and the National Archives_   %1989.txt","ERIC ED312715_ Turning History into a Radio Program_ Broadcast Interns and the National Archives_   ",1989
"Documents/ERIC ED315257_ The Rural Bookmobile_ Quality as a Basic Ingredient_ Conference Proceedings (2nd_ Columbus_ Ohio_ June 18-20_ 1986)_   %1987.txt","ERIC ED315257_ The Rural Bookmobile_ Quality as a Basic Ingredient_ Conference Proceedings (2nd_ Columbus_ Ohio_ June 18-20_ 1986)_   ",1987
"Documents/ERIC ED324207_ Blacks in Science and Related Disciplines_ LC Science Tracer Bullet_   %1989.txt","ERIC ED324207_ Blacks in Science and Related Disciplines_ LC Science Tracer Bullet_   ",1989
"Documents/ERIC ED325724_ Procedural Concerns in Couple Counseling_   %1989.txt","ERIC ED325724_ Procedural Concerns in Couple Counseling_   ",1989
"Documents/ERIC ED329226_ High-Performance Computing Act of 1990_ Report of the Senate Committee on Commerce_ Science_ and Transportation on S_ 1067_   %1990.txt","ERIC ED329226_ High-Performance Computing Act of 1990_ Report of the Senate Committee on Commerce_ Science_ and Transportation on S_ 1067_   ",1990
"Documents/ERIC ED329622_ Multiculturalism in the Curriculum_   %1989.txt","ERIC ED329622_ Multiculturalism in the Curriculum_   ",1989
"Documents/ERIC ED330799_ Interim Report to the Wisconsin Legislature on the WEJT_CWEP Evaluation_   %1991.txt","ERIC ED330799_ Interim Report to the Wisconsin Legislature on the WEJT_CWEP Evaluation_   ",1991
"Documents/ERIC ED332259_ Readings in Educational Supervision_ Volume 2_   %1987.txt","ERIC ED332259_ Readings in Educational Supervision_ Volume 2_   ",1987
"Documents/ERIC ED335292_ United States History Curriculum_ Eighth Grade Social Studies Curriculum_   %1986.txt","ERIC ED335292_ United States History Curriculum_ Eighth Grade Social Studies Curriculum_   ",1986
"Documents/ERIC ED337984_ Job Application Training_   %1989.txt","ERIC ED337984_ Job Application Training_   ",1989
"Documents/ERIC ED338958_ Suicidal Behavior in Adolescent Ex-Inpatients_ A Follow-Up Study_   %1991.txt","ERIC ED338958_ Suicidal Behavior in Adolescent Ex-Inpatients_ A Follow-Up Study_   ",1991
"Documents/ERIC ED341140_ Stress and Burnout_ An Organizational Synthesis_   %1991.txt","ERIC ED341140_ Stress and Burnout_ An Organizational Synthesis_   ",1991
"Documents/ERIC ED342288_ Stratification in Access to Technical-Professional Higher Education_ Higher Education Reform in the People's Republic of China_ 1985-90  %1991.txt","ERIC ED342288_ Stratification in Access to Technical-Professional Higher Education_ Higher Education Reform in the People's Republic of China_ 1985-90  ",1991
"Documents/ERIC ED349595_ A Descriptive Outline for an Advertising History Course in Seminar Format_   %1992.txt","ERIC ED349595_ A Descriptive Outline for an Advertising History Course in Seminar Format_   ",1992
"Documents/ERIC ED350731_ Go Ask Alice_ A Guidebook for Parents Serving on State and Local Interagency Councils_   %1991.txt","ERIC ED350731_ Go Ask Alice_ A Guidebook for Parents Serving on State and Local Interagency Councils_   ",1991
"Documents/ERIC ED352658_ Critical Reception of Thomas Hardy's Short Stories_ Finding _The Key to the Art__   %1992.txt","ERIC ED352658_ Critical Reception of Thomas Hardy's Short Stories_ Finding _The Key to the Art__   ",1992
"Documents/ERIC ED354209_ Prominent Places for Historic Places in the K-12 Social Studies Curriculum of the 1990's_   %1992.txt","ERIC ED354209_ Prominent Places for Historic Places in the K-12 Social Studies Curriculum of the 1990's_   ",1992
"Documents/ERIC ED354533_ The New Breed of Graduate Programs_ Preparing for the Changing Market_   %1992.txt","ERIC ED354533_ The New Breed of Graduate Programs_ Preparing for the Changing Market_   ",1992
"Documents/ERIC ED355958_ The Formation and Early Development of the University of Akron Archives_ 1965-1973_   %1992.txt","ERIC ED355958_ The Formation and Early Development of the University of Akron Archives_ 1965-1973_   ",1992
"Documents/ERIC ED356989_ Pearl Harbor and America's Homefront Children_ First Fears_ Blackouts_ Air Raid Drills_ and Nightmares_   %1991.txt","ERIC ED356989_ Pearl Harbor and America's Homefront Children_ First Fears_ Blackouts_ Air Raid Drills_ and Nightmares_   ",1991
"Documents/ERIC ED357905_ Mexican Immigrants in High Schools_ Meeting Their Needs_ ERIC Digest_   %1993.txt","ERIC ED357905_ Mexican Immigrants in High Schools_ Meeting Their Needs_ ERIC Digest_   ",1993
"Documents/ERIC ED358850_ The Role of Children's Books in a Multi-Cultural Society_   %1992.txt","ERIC ED358850_ The Role of Children's Books in a Multi-Cultural Society_   ",1992
"Documents/ERIC ED360131_ Teaching At-Risk Students_ A Quality Program in a Small Rural High School_   %1993.txt","ERIC ED360131_ Teaching At-Risk Students_ A Quality Program in a Small Rural High School_   ",1993
"Documents/ERIC ED360251_ History as the Core of the Precollege Social Studies Curriculum_ A Statement of Policy_   %1993.txt","ERIC ED360251_ History as the Core of the Precollege Social Studies Curriculum_ A Statement of Policy_   ",1993
"Documents/ERIC ED360469_ The Effectiveness of Training Boards in Sweden_ Training Discussion Papers No_ 108_   %1993.txt","ERIC ED360469_ The Effectiveness of Training Boards in Sweden_ Training Discussion Papers No_ 108_   ",1993
"Documents/ERIC ED361121_ Using the Notion of a Central Conceptual Structure To Explain the Development of Children's Understanding of Human Behaviour_   %1993.txt","ERIC ED361121_ Using the Notion of a Central Conceptual Structure To Explain the Development of Children's Understanding of Human Behaviour_   ",1993
"Documents/ERIC ED366032_ Communication Patterns of Individualistic and Collective Cultures_ A Value Based Comparison_   %1993.txt","ERIC ED366032_ Communication Patterns of Individualistic and Collective Cultures_ A Value Based Comparison_   ",1993
"Documents/ERIC ED367022_ Sojourner Truth as an Essential Part of Rhetorical Theory_   %1993.txt","ERIC ED367022_ Sojourner Truth as an Essential Part of Rhetorical Theory_   ",1993
"Documents/ERIC ED367561_ The Ties That Bind_ Linkages among Secondary Schools_ Two-Year Colleges_ and Baccalaureate Institutions_   %1994.txt","ERIC ED367561_ The Ties That Bind_ Linkages among Secondary Schools_ Two-Year Colleges_ and Baccalaureate Institutions_   ",1994
"Documents/ERIC ED370822_ Teaching about Haiti_   %1993.txt","ERIC ED370822_ Teaching about Haiti_   ",1993
"Documents/ERIC ED371255_ Correlates of Prolonged Depression among Detoxified Alcoholics_   %1993.txt","ERIC ED371255_ Correlates of Prolonged Depression among Detoxified Alcoholics_   ",1993
"Documents/ERIC ED371594_ Endorsements on Teaching Certificates_ K-12 Japanese in Washington Language Endorsements_   %1994.txt","ERIC ED371594_ Endorsements on Teaching Certificates_ K-12 Japanese in Washington Language Endorsements_   ",1994
